site,battery_power,site_power,solar_power,date
4faff963,-3257.33,-1.14,4214.85,2021-07-02 21:09:22+00:00
499a251d,-2464.0,,,2021-07-02 21:09:22+00:00
dfc6fdf5,0.0,893.55,3130.31,2021-07-02 21:09:22+00:00
64e1616f,-3.83,-658.24,1234.89,2021-07-02 21:09:23+00:00
93c8a2c1,-3.83,2614.67,655.89,2021-07-02 21:09:23+00:00
eec02ec5,-6.0,-1013.12,1821.21,2021-07-02 21:09:24+00:00
90791ae9,,,,2021-07-02 21:09:24+00:00
49b6c0dd,0.0,-3747.8,-4917.2,2021-07-02 21:09:24+00:00
d0926969,,-1611.48,3890.62,2021-07-02 21:09:25+00:00
7435e9d3,-3550.83,9.55,4052.99,2021-07-02 21:09:25+00:00
134a3fa6,-3444.33,639.58,3445.15,2021-07-02 21:10:26+00:00
8d9fed87,-4.5,-2140.75,4293.5,2021-07-02 21:10:27+00:00
5688ed10,-4.5,-92.21,363.81,2021-07-02 21:10:27+00:00
2b33a48d,,,,2021-07-02 21:10:27+00:00
07333ad0,-9.33,213.79,367.15,2021-07-02 21:10:28+00:00
38c8ae33,0.0,-5222.62,5980.45,2021-07-02 21:10:28+00:00
adc42b19,10.0,-3341.15,5504.26,2021-07-02 21:10:29+00:00
e9ba8cec,-14.83,-4223.89,5447.04,2021-07-02 21:10:29+00:00
e12c2148,0.0,,,2021-07-02 21:10:29+00:00
4b78aae6,285.0,12.04,422.86,2021-07-02 21:10:30+00:00
e724ca65,5.0,-2761.17,3551.21,2021-07-02 21:10:30+00:00
135433c1,0.0,800.87,77.62,2021-07-02 21:10:31+00:00
90606897,0.0,-3539.21,4735.46,2021-07-02 21:10:31+00:00
02ebf5c7,-10.0,-4169.72,4638.31,2021-07-02 21:10:31+00:00
c8eb2d3d,140.67,-810.09,5630.85,2021-07-02 21:10:32+00:00
2b98cbdd,0.67,,,2021-07-02 21:10:32+00:00
39146e59,,1518.41,1.82,2021-07-02 21:10:33+00:00
55af2f9b,-2642.0,-39.56,7453.97,2021-07-02 21:10:33+00:00
28731623,-3810.0,3.54,9173.87,2021-07-02 21:10:34+00:00
3193e230,-10.0,3550.04,6067.61,2021-07-02 21:10:34+00:00
e6bcf7cf,10.0,-5407.06,6787.41,2021-07-02 21:10:34+00:00
7da0acb7,0.0,-2726.21,4672.11,2021-07-02 21:10:35+00:00
c18b6195,-5.83,5.82,241.35,2021-07-02 21:10:35+00:00
20abb173,0.0,-868.48,1778.4,2021-07-02 21:10:36+00:00
f34b386a,0.0,328.81,2300.49,2021-07-02 21:10:36+00:00
f7f9ac09,-2093.83,4.85,2946.06,2021-07-02 21:10:37+00:00
5fc96249,334.5,-5.5,3306.04,2021-07-02 21:10:37+00:00
82c74b9e,-2.33,-2122.91,2882.55,2021-07-02 21:10:37+00:00
b255f7ad,,2173.58,0.06,2021-07-02 21:10:38+00:00
61bff705,126.33,,,2021-07-02 21:10:38+00:00
619fd2b9,812.5,-5.95,946.03,2021-07-02 21:10:39+00:00
260f359a,-3.0,2043.02,218.65,2021-07-02 21:10:39+00:00
4faff963,-3400.0,293.55,4222.43,2021-07-02 21:10:39+00:00
499a251d,-2513.33,,,2021-07-02 21:10:40+00:00
dfc6fdf5,-6.67,35.78,3998.62,2021-07-02 21:10:40+00:00
64e1616f,-3.17,-638.45,1242.85,2021-07-02 21:10:41+00:00
93c8a2c1,-3.17,2660.72,607.24,2021-07-02 21:10:41+00:00
eec02ec5,0.0,-896.66,1708.5,2021-07-02 21:10:42+00:00
90791ae9,,,,2021-07-02 21:10:42+00:00
49b6c0dd,0.0,-3713.4,-4910.4,2021-07-02 21:10:42+00:00
d0926969,,-2151.4,3863.6,2021-07-02 21:10:43+00:00
7435e9d3,-1014.33,-2612.25,4049.81,2021-07-02 21:10:43+00:00
134a3fa6,-3450.0,700.52,3458.23,2021-07-02 21:11:44+00:00
8d9fed87,-2.5,-2198.75,4286.5,2021-07-02 21:11:45+00:00
5688ed10,-10.0,-65.79,337.11,2021-07-02 21:11:45+00:00
2b33a48d,,,,2021-07-02 21:11:46+00:00
07333ad0,-12.33,233.36,346.16,2021-07-02 21:11:46+00:00
38c8ae33,7.67,-5404.94,5965.45,2021-07-02 21:11:46+00:00
adc42b19,2.17,-3324.54,5499.01,2021-07-02 21:11:47+00:00
e9ba8cec,-4.33,-4389.58,5445.4,2021-07-02 21:11:47+00:00
e12c2148,-8.0,,,2021-07-02 21:11:48+00:00
4b78aae6,214.0,1.89,423.06,2021-07-02 21:11:48+00:00
e724ca65,-6.0,-2753.44,3519.78,2021-07-02 21:11:48+00:00
135433c1,8.17,788.06,75.92,2021-07-02 21:11:49+00:00
90606897,0.0,-3557.22,4712.38,2021-07-02 21:11:49+00:00
02ebf5c7,-1.67,-4077.65,4559.1,2021-07-02 21:11:50+00:00
c8eb2d3d,1276.67,-239.47,6186.1,2021-07-02 21:11:50+00:00
2b98cbdd,-15.5,,,2021-07-02 21:11:51+00:00
39146e59,,1549.77,1.53,2021-07-02 21:11:51+00:00
55af2f9b,-2660.0,21.54,7415.66,2021-07-02 21:11:51+00:00
28731623,-3844.67,-8.26,9209.32,2021-07-02 21:11:52+00:00
3193e230,-18.67,6246.09,6037.8,2021-07-02 21:11:52+00:00
e6bcf7cf,-7.67,-5447.21,6735.61,2021-07-02 21:11:53+00:00
7da0acb7,0.0,-2692.0,4669.41,2021-07-02 21:11:53+00:00
c18b6195,-1.17,30.3,218.4,2021-07-02 21:11:53+00:00
20abb173,0.0,-814.68,1834.55,2021-07-02 21:11:54+00:00
f34b386a,0.0,44.95,2291.58,2021-07-02 21:11:54+00:00
f7f9ac09,-2071.67,-14.41,2934.69,2021-07-02 21:11:55+00:00
5fc96249,-3.33,-56.47,3675.16,2021-07-02 21:11:55+00:00
82c74b9e,-10.0,-2104.82,2872.13,2021-07-02 21:11:55+00:00
b255f7ad,,2185.63,0.09,2021-07-02 21:11:56+00:00
61bff705,130.0,,,2021-07-02 21:11:56+00:00
619fd2b9,1438.0,6.8,869.75,2021-07-02 21:11:57+00:00
260f359a,-0.5,2965.47,223.26,2021-07-02 21:11:57+00:00
4faff963,-3189.67,10.2,4221.92,2021-07-02 21:11:58+00:00
499a251d,-2538.67,,,2021-07-02 21:11:58+00:00
dfc6fdf5,-0.33,1179.76,2864.61,2021-07-02 21:11:58+00:00
64e1616f,-9.83,-640.99,1245.24,2021-07-02 21:11:59+00:00
93c8a2c1,0.0,2681.08,585.47,2021-07-02 21:11:59+00:00
eec02ec5,0.0,-866.35,1644.62,2021-07-02 21:12:00+00:00
90791ae9,,,,2021-07-02 21:12:00+00:00
49b6c0dd,0.0,-3686.0,-4922.0,2021-07-02 21:12:00+00:00
d0926969,,-2340.59,3848.11,2021-07-02 21:12:01+00:00
7435e9d3,0.17,-3648.4,4061.02,2021-07-02 21:12:01+00:00
134a3fa6,-3468.5,603.79,3465.84,2021-07-02 21:13:03+00:00
8d9fed87,0.5,-2164.35,4273.9,2021-07-02 21:13:03+00:00
5688ed10,-0.67,-73.62,350.24,2021-07-02 21:13:04+00:00
2b33a48d,,,,2021-07-02 21:13:04+00:00
07333ad0,-1.67,202.39,372.36,2021-07-02 21:13:05+00:00
38c8ae33,-9.17,-5384.72,5941.26,2021-07-02 21:13:05+00:00
adc42b19,0.83,-3410.2,5484.67,2021-07-02 21:13:05+00:00
e9ba8cec,-18.0,-2793.8,3782.37,2021-07-02 21:13:06+00:00
e12c2148,-9.0,,,2021-07-02 21:13:06+00:00
4b78aae6,163.5,15.22,415.92,2021-07-02 21:13:07+00:00
e724ca65,-10.0,-2744.33,3529.37,2021-07-02 21:13:07+00:00
135433c1,-1.17,597.43,78.54,2021-07-02 21:13:07+00:00
90606897,-10.0,-3614.63,4714.51,2021-07-02 21:13:08+00:00
02ebf5c7,-10.0,-3931.73,4417.8,2021-07-02 21:13:08+00:00
c8eb2d3d,2108.0,-31.62,5805.99,2021-07-02 21:13:09+00:00
2b98cbdd,-8.5,,,2021-07-02 21:13:09+00:00
39146e59,,1514.59,1.57,2021-07-02 21:13:09+00:00
55af2f9b,-2741.67,37.14,7402.93,2021-07-02 21:13:10+00:00
28731623,-3746.67,-30.96,9195.44,2021-07-02 21:13:10+00:00
3193e230,6.33,10110.5,6018.78,2021-07-02 21:13:11+00:00
e6bcf7cf,-1.83,-5497.01,6747.48,2021-07-02 21:13:11+00:00
7da0acb7,-10.0,-2711.69,4621.87,2021-07-02 21:13:11+00:00
c18b6195,2.0,15.8,231.84,2021-07-02 21:13:12+00:00
20abb173,-8.0,-681.75,1747.84,2021-07-02 21:13:12+00:00
f34b386a,13.5,262.98,2243.17,2021-07-02 21:13:13+00:00
f7f9ac09,922.17,1.26,2911.76,2021-07-02 21:13:13+00:00
5fc96249,69.5,5.49,3558.73,2021-07-02 21:13:13+00:00
82c74b9e,-10.0,-2081.66,2851.74,2021-07-02 21:13:14+00:00
b255f7ad,,2190.6,0.05,2021-07-02 21:13:14+00:00
61bff705,147.5,,,2021-07-02 21:13:15+00:00
619fd2b9,1517.5,-13.05,846.61,2021-07-02 21:13:15+00:00
260f359a,-2.5,3018.24,216.98,2021-07-02 21:13:15+00:00
4faff963,-3114.67,2.66,4150.73,2021-07-02 21:13:16+00:00
499a251d,-894.67,,,2021-07-02 21:13:16+00:00
dfc6fdf5,-2.83,1374.04,2822.94,2021-07-02 21:13:17+00:00
64e1616f,-2.83,-601.76,1229.07,2021-07-02 21:13:17+00:00
93c8a2c1,0.0,2725.31,556.76,2021-07-02 21:13:17+00:00
eec02ec5,-6.0,-621.29,1550.22,2021-07-02 21:13:18+00:00
90791ae9,,,,2021-07-02 21:13:18+00:00
49b6c0dd,0.0,-3689.15,-4899.47,2021-07-02 21:13:19+00:00
d0926969,,-2257.76,3816.76,2021-07-02 21:13:19+00:00
7435e9d3,3.67,-3629.77,4068.09,2021-07-02 21:13:19+00:00
134a3fa6,-3246.67,393.07,3468.26,2021-07-02 21:14:20+00:00
8d9fed87,6.5,-2174.6,4269.9,2021-07-02 21:14:21+00:00
5688ed10,-3.0,-56.06,337.77,2021-07-02 21:14:21+00:00
2b33a48d,,,,2021-07-02 21:14:22+00:00
07333ad0,-20.0,235.08,341.09,2021-07-02 21:14:22+00:00
38c8ae33,-3.67,-5413.77,5930.85,2021-07-02 21:14:22+00:00
adc42b19,2.33,-3398.32,5468.78,2021-07-02 21:14:23+00:00
e9ba8cec,-3.83,37.22,908.38,2021-07-02 21:14:23+00:00
e12c2148,-4.0,,,2021-07-02 21:14:24+00:00
4b78aae6,194.0,-0.92,429.41,2021-07-02 21:14:24+00:00
e724ca65,-618.33,-2745.92,2832.79,2021-07-02 21:14:25+00:00
135433c1,-5.83,658.16,31.23,2021-07-02 21:14:25+00:00
90606897,-5.83,-3608.26,4689.37,2021-07-02 21:14:25+00:00
02ebf5c7,-10.0,-3900.9,4388.39,2021-07-02 21:14:26+00:00
c8eb2d3d,1703.0,-152.64,4626.77,2021-07-02 21:14:26+00:00
2b98cbdd,967.5,,,2021-07-02 21:14:27+00:00
39146e59,,1604.79,2.33,2021-07-02 21:14:27+00:00
55af2f9b,-2659.0,-25.82,7350.31,2021-07-02 21:14:27+00:00
28731623,-3560.67,-126.88,9201.6,2021-07-02 21:14:28+00:00
3193e230,-10.0,7169.62,5990.54,2021-07-02 21:14:28+00:00
e6bcf7cf,-5.17,-5466.76,6740.83,2021-07-02 21:14:29+00:00
7da0acb7,-10.0,-2569.5,4592.97,2021-07-02 21:14:29+00:00
c18b6195,5.17,13.78,231.65,2021-07-02 21:14:29+00:00
20abb173,-5.0,-659.68,1786.23,2021-07-02 21:14:30+00:00
f34b386a,-10.0,734.91,2166.49,2021-07-02 21:14:30+00:00
f7f9ac09,940.33,4.7,2893.85,2021-07-02 21:14:31+00:00
5fc96249,460.33,2.27,3167.91,2021-07-02 21:14:31+00:00
82c74b9e,0.33,-2095.54,2846.23,2021-07-02 21:14:31+00:00
b255f7ad,,1514.67,270.14,2021-07-02 21:14:32+00:00
61bff705,60.0,,,2021-07-02 21:14:32+00:00
619fd2b9,1430.5,-1.13,869.19,2021-07-02 21:14:33+00:00
260f359a,-4.5,3150.79,208.36,2021-07-02 21:14:33+00:00
4faff963,-3034.0,12.46,4106.36,2021-07-02 21:14:33+00:00
499a251d,5.67,,,2021-07-02 21:14:34+00:00
dfc6fdf5,7.0,1354.68,2829.0,2021-07-02 21:14:34+00:00
64e1616f,-4.17,-572.0,1222.26,2021-07-02 21:14:35+00:00
93c8a2c1,-5.83,2798.5,489.6,2021-07-02 21:14:35+00:00
eec02ec5,-14.17,-688.55,1467.21,2021-07-02 21:14:35+00:00
90791ae9,,,,2021-07-02 21:14:36+00:00
49b6c0dd,0.0,-3740.0,-4925.2,2021-07-02 21:14:36+00:00
d0926969,,-2186.01,3817.8,2021-07-02 21:14:37+00:00
7435e9d3,-3.83,-3665.18,4064.93,2021-07-02 21:14:37+00:00
134a3fa6,-2879.0,24.27,3463.1,2021-07-02 21:15:38+00:00
8d9fed87,6.33,-2150.43,4264.73,2021-07-02 21:15:38+00:00
5688ed10,3.5,-60.2,333.35,2021-07-02 21:15:39+00:00
2b33a48d,,,,2021-07-02 21:15:39+00:00
07333ad0,-6.67,237.28,335.8,2021-07-02 21:15:40+00:00
38c8ae33,3.33,-5402.2,5914.6,2021-07-02 21:15:40+00:00
adc42b19,-10.0,-3373.33,5444.82,2021-07-02 21:15:40+00:00
e9ba8cec,-3.17,-2059.51,3037.24,2021-07-02 21:15:41+00:00
e12c2148,-10.0,,,2021-07-02 21:15:41+00:00
4b78aae6,144.0,-10.38,434.39,2021-07-02 21:15:42+00:00
e724ca65,-1526.0,-2749.4,1808.56,2021-07-02 21:15:42+00:00
135433c1,0.0,648.68,37.78,2021-07-02 21:15:42+00:00
90606897,7.17,-3595.22,4652.51,2021-07-02 21:15:43+00:00
02ebf5c7,-2.83,-3826.77,4460.99,2021-07-02 21:15:43+00:00
c8eb2d3d,1561.33,-12.71,4196.64,2021-07-02 21:15:44+00:00
2b98cbdd,2113.33,,,2021-07-02 21:15:44+00:00
39146e59,,1610.53,2.66,2021-07-02 21:15:44+00:00
55af2f9b,-2670.0,-4.95,7356.68,2021-07-02 21:15:45+00:00
28731623,-3732.5,-3.13,9202.43,2021-07-02 21:15:45+00:00
3193e230,5.33,8301.41,5958.32,2021-07-02 21:15:46+00:00
e6bcf7cf,15.33,-5596.12,6718.2,2021-07-02 21:15:46+00:00
7da0acb7,-17.67,-2493.58,4553.99,2021-07-02 21:15:46+00:00
c18b6195,0.0,36.76,212.94,2021-07-02 21:15:47+00:00
20abb173,-2.17,-587.61,1732.3,2021-07-02 21:15:47+00:00
f34b386a,-10.0,1175.0,2126.29,2021-07-02 21:15:48+00:00
f7f9ac09,950.0,3.91,2895.96,2021-07-02 21:15:48+00:00
5fc96249,1005.0,-1.34,2645.7,2021-07-02 21:15:49+00:00
82c74b9e,18.17,-2062.99,2836.8,2021-07-02 21:15:49+00:00
b255f7ad,10.0,964.16,473.61,2021-07-02 21:15:49+00:00
61bff705,-10.0,1289.75,-52.08,2021-07-02 21:15:50+00:00
619fd2b9,1356.67,-11.79,940.84,2021-07-02 21:15:50+00:00
260f359a,0.0,3040.84,209.34,2021-07-02 21:15:51+00:00
4faff963,-2993.5,-14.55,4073.66,2021-07-02 21:15:51+00:00
499a251d,-7.0,,,2021-07-02 21:15:51+00:00
dfc6fdf5,2.67,1105.54,3081.36,2021-07-02 21:15:52+00:00
64e1616f,-8.67,-553.19,1217.56,2021-07-02 21:15:52+00:00
93c8a2c1,7.67,2864.04,428.75,2021-07-02 21:15:53+00:00
eec02ec5,-1.17,-621.91,1401.3,2021-07-02 21:15:53+00:00
90791ae9,,,,2021-07-02 21:15:53+00:00
49b6c0dd,9.0,-3776.2,-4940.6,2021-07-02 21:15:54+00:00
d0926969,,-1978.06,3825.03,2021-07-02 21:15:54+00:00
7435e9d3,9.17,-3671.86,4073.4,2021-07-02 21:15:55+00:00
134a3fa6,-2974.0,30.75,3459.94,2021-07-02 21:16:56+00:00
8d9fed87,-8.67,-2136.2,4260.27,2021-07-02 21:16:56+00:00
5688ed10,0.0,-161.4,332.49,2021-07-02 21:16:56+00:00
2b33a48d,,,,2021-07-02 21:16:57+00:00
07333ad0,19.0,202.54,371.24,2021-07-02 21:16:57+00:00
38c8ae33,0.33,-5395.76,5901.78,2021-07-02 21:16:58+00:00
adc42b19,-0.33,-3364.08,5442.75,2021-07-02 21:16:58+00:00
e9ba8cec,19.67,-4264.78,5266.61,2021-07-02 21:16:59+00:00
e12c2148,-10.0,,,2021-07-02 21:16:59+00:00
4b78aae6,80.67,7.48,438.58,2021-07-02 21:16:59+00:00
e724ca65,-1640.0,-2745.19,1766.37,2021-07-02 21:17:00+00:00
135433c1,-10.0,642.43,42.79,2021-07-02 21:17:00+00:00
90606897,9.83,-3578.01,4616.94,2021-07-02 21:17:01+00:00
02ebf5c7,-10.0,-3589.6,4264.08,2021-07-02 21:17:01+00:00
c8eb2d3d,-1648.0,7.35,4101.95,2021-07-02 21:17:01+00:00
2b98cbdd,1919.33,,,2021-07-02 21:17:02+00:00
39146e59,,1474.96,2.48,2021-07-02 21:17:02+00:00
55af2f9b,-2710.0,11.21,7346.5,2021-07-02 21:17:03+00:00
28731623,-3410.5,-8.46,9177.36,2021-07-02 21:17:03+00:00
3193e230,9.0,9595.49,5944.23,2021-07-02 21:17:03+00:00
e6bcf7cf,-10.0,-5538.37,6688.48,2021-07-02 21:17:04+00:00
7da0acb7,0.0,-2430.92,4506.38,2021-07-02 21:17:04+00:00
c18b6195,0.0,44.97,201.33,2021-07-02 21:17:05+00:00
20abb173,0.0,-400.19,1559.19,2021-07-02 21:17:05+00:00
f34b386a,-10.83,1166.55,2065.97,2021-07-02 21:17:05+00:00
f7f9ac09,955.0,4.83,2892.6,2021-07-02 21:17:06+00:00
5fc96249,1043.0,11.23,2566.72,2021-07-02 21:17:06+00:00
82c74b9e,10.0,-2072.86,2833.39,2021-07-02 21:17:07+00:00
b255f7ad,0.0,1040.76,401.56,2021-07-02 21:17:07+00:00
61bff705,0.0,1289.63,-41.75,2021-07-02 21:17:08+00:00
619fd2b9,1245.33,-4.63,959.67,2021-07-02 21:17:08+00:00
260f359a,0.0,3607.76,206.12,2021-07-02 21:17:08+00:00
4faff963,-3140.5,-6.26,4173.17,2021-07-02 21:17:09+00:00
499a251d,0.0,,,2021-07-02 21:17:09+00:00
dfc6fdf5,0.0,539.52,3630.98,2021-07-02 21:17:10+00:00
64e1616f,-8.33,-577.87,1230.66,2021-07-02 21:17:10+00:00
93c8a2c1,-1.67,2837.99,431.64,2021-07-02 21:17:10+00:00
eec02ec5,-3.67,-496.4,1276.28,2021-07-02 21:17:11+00:00
90791ae9,,,,2021-07-02 21:17:11+00:00
49b6c0dd,8.0,-3757.2,-4927.6,2021-07-02 21:17:12+00:00
d0926969,,-1438.79,3794.19,2021-07-02 21:17:12+00:00
7435e9d3,6.0,-3665.09,4075.49,2021-07-02 21:17:12+00:00
134a3fa6,-2966.5,28.55,3459.08,2021-07-02 21:18:13+00:00
8d9fed87,-5.33,-1924.03,4239.73,2021-07-02 21:18:14+00:00
5688ed10,0.0,-174.12,332.41,2021-07-02 21:18:14+00:00
2b33a48d,,,,2021-07-02 21:18:15+00:00
07333ad0,2.5,95.17,336.51,2021-07-02 21:18:15+00:00
38c8ae33,12.5,-5167.39,5876.97,2021-07-02 21:18:15+00:00
adc42b19,-2.67,-3375.48,5425.47,2021-07-02 21:18:16+00:00
e9ba8cec,2.67,218.58,722.33,2021-07-02 21:18:16+00:00
e12c2148,0.0,,,2021-07-02 21:18:17+00:00
4b78aae6,2.83,-9.3,463.81,2021-07-02 21:18:17+00:00
e724ca65,-1599.83,-2732.51,1800.64,2021-07-02 21:18:17+00:00
135433c1,3.0,610.58,74.08,2021-07-02 21:18:18+00:00
90606897,0.0,-3572.99,4595.32,2021-07-02 21:18:18+00:00
02ebf5c7,-6.83,-3459.65,4135.52,2021-07-02 21:18:19+00:00
c8eb2d3d,-2208.67,8.76,4554.46,2021-07-02 21:18:19+00:00
2b98cbdd,1881.0,,,2021-07-02 21:18:19+00:00
39146e59,,1371.13,1.21,2021-07-02 21:18:20+00:00
55af2f9b,-2716.67,4.21,7345.2,2021-07-02 21:18:20+00:00
28731623,-3416.5,-6.85,9136.02,2021-07-02 21:18:21+00:00
3193e230,-10.0,9877.22,5949.18,2021-07-02 21:18:21+00:00
e6bcf7cf,-6.33,-5507.03,6659.45,2021-07-02 21:18:22+00:00
7da0acb7,-7.33,-2434.59,4496.38,2021-07-02 21:18:22+00:00
c18b6195,0.0,49.93,194.82,2021-07-02 21:18:22+00:00
20abb173,53.67,-361.73,1469.16,2021-07-02 21:18:23+00:00
f34b386a,-16.17,483.76,2006.36,2021-07-02 21:18:23+00:00
f7f9ac09,1012.0,1.61,2883.47,2021-07-02 21:18:24+00:00
5fc96249,762.0,-4.58,2860.39,2021-07-02 21:18:24+00:00
82c74b9e,10.0,-2065.97,2821.46,2021-07-02 21:18:24+00:00
b255f7ad,0.0,1066.03,377.62,2021-07-02 21:18:25+00:00
61bff705,0.0,1208.6,-29.7,2021-07-02 21:18:25+00:00
619fd2b9,1024.33,-9.42,979.38,2021-07-02 21:18:26+00:00
260f359a,-4.33,650.96,203.39,2021-07-02 21:18:26+00:00
4faff963,-2731.0,-23.94,3786.51,2021-07-02 21:18:26+00:00
499a251d,0.0,,,2021-07-02 21:18:27+00:00
dfc6fdf5,0.0,1093.93,3086.96,2021-07-02 21:18:27+00:00
64e1616f,0.0,-456.16,1092.2,2021-07-02 21:18:28+00:00
93c8a2c1,-5.33,2800.48,487.06,2021-07-02 21:18:28+00:00
eec02ec5,-6.0,-478.72,1270.45,2021-07-02 21:18:28+00:00
90791ae9,,,,2021-07-02 21:18:29+00:00
49b6c0dd,0.0,-3724.1,-4924.33,2021-07-02 21:18:29+00:00
d0926969,,-10.18,3790.57,2021-07-02 21:18:30+00:00
7435e9d3,-10.0,-3669.63,4088.92,2021-07-02 21:18:30+00:00
134a3fa6,-2990.0,20.79,3472.24,2021-07-02 21:19:31+00:00
8d9fed87,4.67,-2266.33,4248.8,2021-07-02 21:19:32+00:00
5688ed10,0.0,-145.44,304.23,2021-07-02 21:19:32+00:00
2b33a48d,,,,2021-07-02 21:19:33+00:00
07333ad0,4.5,109.12,323.54,2021-07-02 21:19:33+00:00
38c8ae33,9.0,-5159.59,5857.67,2021-07-02 21:19:33+00:00
adc42b19,-4.33,-3364.18,5406.25,2021-07-02 21:19:34+00:00
e9ba8cec,-7.0,311.34,622.94,2021-07-02 21:19:34+00:00
e12c2148,-5.83,,,2021-07-02 21:19:35+00:00
4b78aae6,4.17,-5.02,460.85,2021-07-02 21:19:35+00:00
e724ca65,-1679.17,-2723.74,1825.01,2021-07-02 21:19:35+00:00
135433c1,4.0,632.08,55.05,2021-07-02 21:19:36+00:00
90606897,6.0,-3608.65,4593.91,2021-07-02 21:19:36+00:00
02ebf5c7,0.0,-3392.53,4067.03,2021-07-02 21:19:37+00:00
c8eb2d3d,-2289.0,-11.89,4623.56,2021-07-02 21:19:37+00:00
2b98cbdd,1815.33,,,2021-07-02 21:19:37+00:00
39146e59,,1365.12,2.22,2021-07-02 21:19:38+00:00
55af2f9b,-2692.0,-0.33,7237.21,2021-07-02 21:19:38+00:00
28731623,-6049.0,20.89,9107.22,2021-07-02 21:19:39+00:00
3193e230,-3.5,10047.05,5943.37,2021-07-02 21:19:39+00:00
e6bcf7cf,-6.67,-5321.0,6642.0,2021-07-02 21:19:40+00:00
7da0acb7,-6.67,-2323.01,4508.5,2021-07-02 21:19:40+00:00
c18b6195,0.0,38.67,205.88,2021-07-02 21:19:40+00:00
20abb173,160.5,-108.05,1344.53,2021-07-02 21:19:41+00:00
f34b386a,3.67,535.2,1950.64,2021-07-02 21:19:41+00:00
f7f9ac09,1037.0,-0.86,2874.53,2021-07-02 21:19:42+00:00
5fc96249,738.0,-6.59,2850.62,2021-07-02 21:19:42+00:00
82c74b9e,3.0,-1905.66,2807.02,2021-07-02 21:19:42+00:00
b255f7ad,-7.17,1071.47,352.23,2021-07-02 21:19:43+00:00
61bff705,7.17,1212.59,-25.04,2021-07-02 21:19:43+00:00
619fd2b9,1044.67,-17.53,952.72,2021-07-02 21:19:44+00:00
260f359a,-2.67,324.57,195.84,2021-07-02 21:19:44+00:00
4faff963,-2934.0,-29.94,3989.66,2021-07-02 21:19:44+00:00
499a251d,0.0,,,2021-07-02 21:19:45+00:00
dfc6fdf5,0.0,1203.19,2975.46,2021-07-02 21:19:45+00:00
64e1616f,-7.67,-259.23,896.42,2021-07-02 21:19:46+00:00
93c8a2c1,0.0,2774.04,517.68,2021-07-02 21:19:46+00:00
eec02ec5,2.33,-416.61,1225.04,2021-07-02 21:19:46+00:00
90791ae9,,,,2021-07-02 21:19:47+00:00
49b6c0dd,7.83,-3748.08,-4907.73,2021-07-02 21:19:47+00:00
d0926969,,-17.0,3779.39,2021-07-02 21:19:48+00:00
7435e9d3,-2.0,-3669.9,4083.68,2021-07-02 21:19:48+00:00
134a3fa6,-2990.0,22.32,3478.32,2021-07-02 21:20:49+00:00
8d9fed87,0.0,-3182.67,4224.33,2021-07-02 21:20:50+00:00
5688ed10,-8.33,-152.91,317.83,2021-07-02 21:20:50+00:00
2b33a48d,,,,2021-07-02 21:20:50+00:00
07333ad0,0.0,143.16,288.82,2021-07-02 21:20:51+00:00
38c8ae33,0.0,-5136.12,5836.22,2021-07-02 21:20:51+00:00
adc42b19,8.67,-3349.58,5382.86,2021-07-02 21:20:52+00:00
e9ba8cec,-11.33,316.15,619.02,2021-07-02 21:20:52+00:00
e12c2148,-1.33,,,2021-07-02 21:20:52+00:00
4b78aae6,-8.83,-14.03,468.44,2021-07-02 21:20:53+00:00
e724ca65,-1682.33,-2710.04,1719.71,2021-07-02 21:20:53+00:00
135433c1,0.0,599.91,87.51,2021-07-02 21:20:54+00:00
90606897,1.0,-3527.66,4583.26,2021-07-02 21:20:54+00:00
02ebf5c7,0.0,-3109.29,3789.8,2021-07-02 21:20:54+00:00
c8eb2d3d,-1193.33,-6.46,3502.03,2021-07-02 21:20:55+00:00
2b98cbdd,1772.5,,,2021-07-02 21:20:55+00:00
39146e59,,1381.7,1.57,2021-07-02 21:20:56+00:00
55af2f9b,-2567.33,-26.64,7131.5,2021-07-02 21:20:56+00:00
28731623,-7768.67,10.63,9101.93,2021-07-02 21:20:56+00:00
3193e230,-19.0,5222.57,5921.69,2021-07-02 21:20:57+00:00
e6bcf7cf,9.0,-5557.48,6662.95,2021-07-02 21:20:57+00:00
7da0acb7,0.0,-2300.33,4501.66,2021-07-02 21:20:58+00:00
c18b6195,0.0,35.85,207.89,2021-07-02 21:20:58+00:00
20abb173,73.33,-2.06,1111.48,2021-07-02 21:20:58+00:00
f34b386a,0.17,588.74,1895.6,2021-07-02 21:20:59+00:00
f7f9ac09,1030.17,1.12,2863.33,2021-07-02 21:20:59+00:00
5fc96249,-640.0,-2.09,4094.15,2021-07-02 21:21:00+00:00
82c74b9e,-10.0,-2062.03,2789.88,2021-07-02 21:21:00+00:00
b255f7ad,0.0,1108.79,298.86,2021-07-02 21:21:01+00:00
61bff705,-10.0,1221.02,-18.4,2021-07-02 21:21:01+00:00
619fd2b9,981.33,-5.0,981.8,2021-07-02 21:21:01+00:00
260f359a,-9.67,323.34,194.95,2021-07-02 21:21:02+00:00
4faff963,-2906.67,-14.22,3953.81,2021-07-02 21:21:02+00:00
499a251d,-10.0,,,2021-07-02 21:21:03+00:00
dfc6fdf5,0.0,1325.07,2832.11,2021-07-02 21:21:03+00:00
